text1,text2,label,text1_mean_entropy,text1_sum_entropy,text1_n_tokens,text2_mean_entropy,text2_sum_entropy,text2_n_tokens,delta_mean_entropy,delta_sum_entropy,delta_n_tokens
"          drawBackground(g2, plotArea); -        Shape savedClip = g2.getClip();+			info.setPlotArea(plotArea);+			info.setDataArea(plotArea);+		}+		Shape savedClip = g2.getClip();         g2.clip(plotArea);          // adjust the plot area by the interior spacing value         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;      */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {-            throw new IllegalArgumentException(""Null 'dataset' argument."");         }         List keys = dataset.getKeys();         double totalValue = 0;","          drawBackground(g2, plotArea); +        if (info != null) {+			info.setPlotArea(plotArea);+			info.setDataArea(plotArea);+		}+		Shape savedClip = g2.getClip();         g2.clip(plotArea);          // adjust the plot area by the interior spacing value         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;      */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {+            return -1;         }         List keys = dataset.getKeys();         double totalValue = 0;",1,1.5101010101010102,448.5,297,1.4087719298245613,401.5,285,0.10132908027644882,47.0,12
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());          drawBackground(g2, plotArea); -        Shape savedClip = g2.getClip();+				getForegroundAlpha()));+		Shape savedClip = g2.getClip();         g2.clip(plotArea);          // adjust the plot area by the interior spacing value","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());          drawBackground(g2, plotArea); +        g2.setComposite(AlphaComposite.getInstance(AlphaComposite.SRC_OVER,+				getForegroundAlpha()));+		Shape savedClip = g2.getClip();         g2.clip(plotArea);          // adjust the plot area by the interior spacing value",1,1.718978102189781,235.5,137,1.6108156028368794,227.125,141,0.10816249935290156,8.375,-4
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #setInteriorGap(double)      */     public double getInteriorGap() {-        return this.interiorGap;     }      /**             PiePlot plot, Integer index, PlotRenderingInfo info) {               PiePlotState state = new PiePlotState(info);-        state.setPassesRequired(2);             state.setTotal(DatasetUtilities.calculatePieDatasetTotal(                     plot.getDataset()));         state.setLatestAngle(plot.getStartAngle());                      PlotState parentState,                      PlotRenderingInfo info) { -        // adjust for insets...+								AlphaComposite.SRC_OVER, getForegroundAlpha()));+		// adjust for insets...         RectangleInsets insets = getInsets();         insets.trim(plotArea); ","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #setInteriorGap(double)      */     public double getInteriorGap() {+        return this.labelLinkMargin;     }      /**             PiePlot plot, Integer index, PlotRenderingInfo info) {               PiePlotState state = new PiePlotState(info);+        this.toolTipGenerator = null;             state.setTotal(DatasetUtilities.calculatePieDatasetTotal(                     plot.getDataset()));         state.setLatestAngle(plot.getStartAngle());                      PlotState parentState,                      PlotRenderingInfo info) { +        g2.setComposite(AlphaComposite.getInstance(+								AlphaComposite.SRC_OVER, getForegroundAlpha()));+		// adjust for insets...         RectangleInsets insets = getInsets();         insets.trim(plotArea); ",1,1.8104508196721312,441.75,244,1.7489754098360655,426.75,244,0.0614754098360657,15.0,0
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());                     igy2 - igy1));         } -        double linkX = plotArea.getX() + gapHorizontal / 2;+		double linkX = plotArea.getX() + gapHorizontal / 2;         double linkY = plotArea.getY() + gapVertical / 2;         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());                     igy2 - igy1));         } +        g2.setClip(savedClip);+		double linkX = plotArea.getX() + gapHorizontal / 2;         double linkY = plotArea.getY() + gapVertical / 2;         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;",1,1.4367559523809523,241.375,168,1.5867834394904459,249.125,157,-0.15002748710949354,-7.75,11
"         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;      */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {-            throw new IllegalArgumentException(""Null 'dataset' argument."");         }         List keys = dataset.getKeys();         double totalValue = 0;","         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;      */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {         }         List keys = dataset.getKeys();         double totalValue = 0;",1,1.5988372093023255,343.75,215,1.54375,308.75,200,0.05508720930232558,35.0,15
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info);       */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {-            throw new IllegalArgumentException(""Null 'dataset' argument."");+				throw new IllegalArgumentException(""Null 'dataset' argument."");+			}         }         List keys = dataset.getKeys();         double totalValue = 0;","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info);       */     public static double calculatePieDatasetTotal(PieDataset dataset) {         if (dataset == null) {+            if (dataset == null) {+				throw new IllegalArgumentException(""Null 'dataset' argument."");+			}         }         List keys = dataset.getKeys();         double totalValue = 0;",1,1.4090909090909092,496.0,352,1.451195219123506,364.25,251,-0.04210431003259685,131.75,101
"     public LegendItemCollection getLegendItems() {          LegendItemCollection result = new LegendItemCollection();-        if (this.dataset == null) {+		if (this.dataset == null) {             return result;         }         List keys = this.dataset.getKeys();         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;","     public LegendItemCollection getLegendItems() {          LegendItemCollection result = new LegendItemCollection();+        setDataset(dataset);+		if (this.dataset == null) {             return result;         }         List keys = this.dataset.getKeys();         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}+		// make the link area a square if the pie chart is to be circular...         if (isCircular()) { // is circular?             double min = Math.min(linkW, linkH) / 2;             linkX = (linkX + linkX + linkW) / 2 - min;",1,1.572072072072072,349.0,222,1.5829439252336448,338.75,214,-0.010871853161572798,10.25,8
"          // adjust the plot area by the interior spacing value         double gapPercent = getInteriorGap();-        double labelPercent = 0.0;+		double labelPercent = 0.0;         if (getLabelGenerator() != null) {             labelPercent = getLabelGap() + getMaximumLabelWidth();            }         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","          // adjust the plot area by the interior spacing value         double gapPercent = getInteriorGap();+        g2.setClip(savedClip);+		double labelPercent = 0.0;         if (getLabelGenerator() != null) {             labelPercent = getLabelGap() + getMaximumLabelWidth();            }         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.6154545454545455,444.25,275,1.8819444444444444,338.75,180,-0.26648989898989894,105.5,95
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());             PiePlot plot, Integer index, PlotRenderingInfo info) {               PiePlotState state = new PiePlotState(info);-        state.setPassesRequired(2);-            state.setTotal(DatasetUtilities.calculatePieDatasetTotal(                     plot.getDataset()));         state.setLatestAngle(plot.getStartAngle());         return state;          // adjust the plot area by the interior spacing value         double gapPercent = getInteriorGap();-        double labelPercent = 0.0;+		double labelPercent = 0.0;         if (getLabelGenerator() != null) {             labelPercent = getLabelGap() + getMaximumLabelWidth();            }         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());             PiePlot plot, Integer index, PlotRenderingInfo info) {               PiePlotState state = new PiePlotState(info);+        state.setTotal(DatasetUtilities.calculatePieDatasetTotal(                     plot.getDataset()));         state.setLatestAngle(plot.getStartAngle());         return state;          // adjust the plot area by the interior spacing value         double gapPercent = getInteriorGap();+        setInsets(insets, true);+		double labelPercent = 0.0;         if (getLabelGenerator() != null) {             labelPercent = getLabelGap() + getMaximumLabelWidth();            }         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.505827505827506,646.0,429,1.6430817610062893,522.5,318,-0.13725425517878342,123.5,111
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #setCircular(boolean)      */     public boolean isCircular() {-        return this.circular;+		return this.circular;     }      /**","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #setCircular(boolean)      */     public boolean isCircular() {+        this.labelOutlinePaint = DEFAULT_LABEL_OUTLINE_PAINT;+		return this.circular;     }      /**",1,1.5513392857142858,173.75,112,1.60625,192.75,120,-0.054910714285714146,-19.0,-8
"             info.setDataArea(plotArea);         } -        drawBackground(g2, plotArea);-         Shape savedClip = g2.getClip();         g2.clip(plotArea);          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","             info.setDataArea(plotArea);         } -         Shape savedClip = g2.getClip();         g2.clip(plotArea);          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.4417670682730923,359.0,249,1.8041958041958042,258.0,143,-0.36242873592271185,101.0,106
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         double gapPercent = getInteriorGap();         double labelPercent = 0.0;         if (getLabelGenerator() != null) {-            labelPercent = getLabelGap() + getMaximumLabelWidth();            }         double gapHorizontal = plotArea.getWidth() * (gapPercent                  + labelPercent) * 2.0;         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         double gapPercent = getInteriorGap();         double labelPercent = 0.0;         if (getLabelGenerator() != null) {+            notifyListeners(new PlotChangeEvent(this));            }         double gapHorizontal = plotArea.getWidth() * (gapPercent                  + labelPercent) * 2.0;         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.4659090909090908,516.0,352,1.574,393.5,250,-0.10809090909090924,122.5,102
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #fillBackground(Graphics2D, Rectangle2D, PlotOrientation)      */     protected void fillBackground(Graphics2D g2, Rectangle2D area) {-        fillBackground(g2, area, PlotOrientation.VERTICAL);     }          /**             linkH = 2 * min;         }         -        PiePlotState state = initialise(g2, plotArea, this, null, info);          // the link area defines the dog leg points for the linking lines to          // the labels","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());      * @see #fillBackground(Graphics2D, Rectangle2D, PlotOrientation)      */     protected void fillBackground(Graphics2D g2, Rectangle2D area) {+        g2.clip(area);     }          /**             linkH = 2 * min;         }         +        PiePlotState state = new PiePlotState(info);          // the link area defines the dog leg points for the linking lines to          // the labels",1,2.0108108108108107,372.0,185,2.0676470588235296,351.5,170,-0.056836248012718915,20.5,15
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());                      PlotState parentState,                      PlotRenderingInfo info) { -        // adjust for insets...+							info.setPlotArea(plotArea);+							info.setDataArea(plotArea);+						}+		// adjust for insets...         RectangleInsets insets = getInsets();         insets.trim(plotArea);          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+				1.0f));         -        PiePlotState state = initialise(g2, plotArea, this, null, info);          // the link area defines the dog leg points for the linking lines to          // the labels","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());                      PlotState parentState,                      PlotRenderingInfo info) { +        if (info != null) {+							info.setPlotArea(plotArea);+							info.setDataArea(plotArea);+						}+		// adjust for insets...         RectangleInsets insets = getInsets();         insets.trim(plotArea);          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        g2.setComposite(AlphaComposite.getInstance(AlphaComposite.SRC_OVER,+				1.0f));         +        PiePlotState state = new PiePlotState(info);          // the link area defines the dog leg points for the linking lines to          // the labels",1,1.572700296735905,530.0,337,1.6276150627615062,389.0,239,-0.0549147660256013,141.0,98
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());             info.setDataArea(plotArea);         } -        drawBackground(g2, plotArea);-         Shape savedClip = g2.getClip();         g2.clip(plotArea); ","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());             info.setDataArea(plotArea);         } -         Shape savedClip = g2.getClip();         g2.clip(plotArea); ",1,1.5441176470588236,183.75,119,1.7175480769230769,178.625,104,-0.17343042986425328,5.125,15
"                                               boolean tooltips,                                               boolean urls) { -        PiePlot3D plot = new PiePlot3D(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());               PiePlotState state = new PiePlotState(info);         state.setPassesRequired(2);-            state.setTotal(DatasetUtilities.calculatePieDatasetTotal(-                    plot.getDataset()));         state.setLatestAngle(plot.getStartAngle());         return state;                  double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","                                               boolean tooltips,                                               boolean urls) { +        PiePlot plot = new PiePlot(dataset);         plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());               PiePlotState state = new PiePlotState(info);         state.setPassesRequired(2);+            this.minimumArcAngleToDraw = DEFAULT_MINIMUM_ARC_ANGLE_TO_DRAW;         state.setLatestAngle(plot.getStartAngle());         return state;                  double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.489825581395349,512.5,344,1.5738866396761133,388.75,247,-0.08406105828076438,123.75,97
"         // some subclasses override this method completely, so don't put          // anything here that *must* be done         fillBackground(g2, area);-        drawBackgroundImage(g2, area);+		drawBackgroundImage(g2, area);     }      /**      * @see #setLabelGap(double)      */     public double getLabelGap() {-        return this.labelGap;   +		return this.labelGap;        }          /**         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","         // some subclasses override this method completely, so don't put          // anything here that *must* be done         fillBackground(g2, area);+        g2.draw(area);+		drawBackgroundImage(g2, area);     }      /**      * @see #setLabelGap(double)      */     public double getLabelGap() {+        this.labelOutlineStroke = DEFAULT_LABEL_OUTLINE_STROKE;+		return this.labelGap;        }          /**         double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.6053921568627452,491.25,306,1.8693181818181819,411.25,220,-0.2639260249554367,80.0,86
"                                               boolean urls) {          PiePlot3D plot = new PiePlot3D(dataset);-        plot.setInsets(new RectangleInsets(0.0, 5.0, 5.0, 5.0));+			plot.setURLGenerator(new StandardPieURLGenerator());+		}         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         }-        if (urls) {+			plot.setToolTipGenerator(new StandardPieToolTipGenerator());+		}+		if (urls) {             plot.setURLGenerator(new StandardPieURLGenerator());         }         return new JFreeChart(title, JFreeChart.DEFAULT_TITLE_FONT, plot,          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         -        // make the link area a square if the pie chart is to be circular...-        if (isCircular()) { // is circular?-            double min = Math.min(linkW, linkH) / 2;-            linkX = (linkX + linkX + linkW) / 2 - min;-            linkY = (linkY + linkY + linkH) / 2 - min;-            linkW = 2 * min;-            linkH = 2 * min;-        }+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ","                                               boolean urls) {          PiePlot3D plot = new PiePlot3D(dataset);+        if (urls) {+			plot.setURLGenerator(new StandardPieURLGenerator());+		}         if (tooltips) {             plot.setToolTipGenerator(new StandardPieToolTipGenerator());         }+        if (tooltips) {+			plot.setToolTipGenerator(new StandardPieToolTipGenerator());+		}+		if (urls) {             plot.setURLGenerator(new StandardPieURLGenerator());         }         return new JFreeChart(title, JFreeChart.DEFAULT_TITLE_FONT, plot,          double linkW = plotArea.getWidth() - gapHorizontal;         double linkH = plotArea.getHeight() - gapVertical;         +        if (DatasetUtilities.isEmptyOrNull(getDataset())) {+			drawNoDataMessage(g2, plotArea);+			g2.setClip(savedClip);+			drawOutline(g2, plotArea);+			return;+		}                  PiePlotState state = initialise(g2, plotArea, this, null, info); ",1,1.2425068119891007,456.0,367,1.26,315.0,250,-0.017493188010899274,141.0,117
